time,rel_time(sec),velocity(c/s)
2022-01-02T04:00:04.175000,4.15,5.163837716371983
2022-01-02T04:00:04.225000,4.2,6.454550957505266
2022-01-02T04:00:04.275000,4.25,10.869998444801809
2022-01-02T04:00:04.325000,4.3,8.160313891868704
2022-01-02T04:00:04.375000,4.35,3.3176608080521683
2022-01-02T04:00:04.425000,4.4,8.0680004517428
2022-01-02T04:00:04.475000,4.45,9.520936901942637
2022-01-02T04:00:04.525000,4.5,10.231060622728988
2022-01-02T04:00:04.575000,4.55,10.848365136320188
2022-01-02T04:00:04.625000,4.6,7.818289432079616
2022-01-02T04:00:04.675000,4.65,9.128575391724151
2022-01-02T04:00:04.725000,4.7,11.362516499014344
2022-01-02T04:00:04.775000,4.75,13.684405718997493
2022-01-02T04:00:04.825000,4.8,7.599742112248085
2022-01-02T04:00:04.875000,4.85,5.502129241816817
2022-01-02T04:00:04.925000,4.9,10.943156887580528
2022-01-02T04:00:04.975000,4.95,7.1132775688503935
2022-01-02T04:00:05.025000,5.0,9.46517460568286
2022-01-02T04:00:05.075000,5.05,11.235148907565126
2022-01-02T04:00:05.125000,5.1,6.817204771935268
2022-01-02T04:00:05.175000,5.15,6.602843456994383
2022-01-02T04:00:05.225000,5.2,9.87755297962992
2022-01-02T04:00:05.275000,5.25,13.789967370557529
2022-01-02T04:00:05.325000,5.3,9.837252430941277
2022-01-02T04:00:05.375000,5.35,8.466539272988824
2022-01-02T04:00:05.425000,5.4,10.701402154878602
2022-01-02T04:00:05.475000,5.45,11.51112950253258
2022-01-02T04:00:05.525000,5.5,18.5760993885172
2022-01-02T04:00:05.575000,5.55,20.122056451006404
2022-01-02T04:00:05.625000,5.6,8.6268792702458
2022-01-02T04:00:05.675000,5.65,5.49653812824632
2022-01-02T04:00:05.725000,5.7,11.670439889016468
2022-01-02T04:00:05.775000,5.75,10.638245997603532
2022-01-02T04:00:05.825000,5.8,16.794498862032604
2022-01-02T04:00:05.875000,5.85,15.675273180241534
2022-01-02T04:00:05.925000,5.9,1.7714288566838838
2022-01-02T04:00:05.975000,5.95,9.336783835733854
2022-01-02T04:00:06.025000,6.0,18.89728855907354
2022-01-02T04:00:06.075000,6.05,17.161007052848145
2022-01-02T04:00:06.125000,6.1,12.585834889477663
2022-01-02T04:00:06.175000,6.15,8.843647549170214
2022-01-02T04:00:06.225000,6.2,15.64724734707123
2022-01-02T04:00:06.275000,6.25,18.661526033442744
2022-01-02T04:00:06.325000,6.3,19.547841555468636
2022-01-02T04:00:06.375000,6.35,14.677631644918556
2022-01-02T04:00:06.425000,6.4,3.0986157119117728
2022-01-02T04:00:06.475000,6.45,15.524394705867511
2022-01-02T04:00:06.525000,6.5,29.58166540403282
2022-01-02T04:00:06.575000,6.55,17.596808072396687
2022-01-02T04:00:06.625000,6.6,12.362329214671586
2022-01-02T04:00:06.675000,6.65,13.451340036531588
2022-01-02T04:00:06.725000,6.7,10.570626267225103
2022-01-02T04:00:06.775000,6.75,21.03605725607083
2022-01-02T04:00:06.825000,6.8,23.743144949349077
2022-01-02T04:00:06.875000,6.85,14.52340752536455
2022-01-02T04:00:06.925000,6.9,4.593389855980881
2022-01-02T04:00:06.975000,6.95,5.287815855753434
2022-01-02T04:00:07.025000,7.0,24.949832320211243
2022-01-02T04:00:07.075000,7.05,26.127350736965465
2022-01-02T04:00:07.125000,7.1,16.333186214738
2022-01-02T04:00:07.175000,7.15,12.781789105148007
2022-01-02T04:00:07.225000,7.2,6.831348811092047
2022-01-02T04:00:07.275000,7.25,20.512754774944472
2022-01-02T04:00:07.325000,7.3,33.37801932477664
2022-01-02T04:00:07.375000,7.35,16.08918854595801
2022-01-02T04:00:07.425000,7.4,7.421538326944143
2022-01-02T04:00:07.475000,7.45,19.6933577083776
2022-01-02T04:00:07.525000,7.5,26.065815233695226
2022-01-02T04:00:07.575000,7.55,30.91843539353585
2022-01-02T04:00:07.625000,7.6,24.091611545926284
2022-01-02T04:00:07.675000,7.65,7.396844556354968
2022-01-02T04:00:07.725000,7.7,8.25765725349795
2022-01-02T04:00:07.775000,7.75,27.346342438308916
2022-01-02T04:00:07.825000,7.8,37.63476184099115
2022-01-02T04:00:07.875000,7.85,18.311011683509317
2022-01-02T04:00:07.925000,7.9,6.747703016206001
2022-01-02T04:00:07.975000,7.95,6.718900543311015
2022-01-02T04:00:08.025000,8.0,13.959824329640847
2022-01-02T04:00:08.075000,8.05,39.77169549501947
2022-01-02T04:00:08.125000,8.1,37.60891672409923
2022-01-02T04:00:08.175000,8.15,18.24881092054896
2022-01-02T04:00:08.225000,8.2,8.877084275613257
2022-01-02T04:00:08.275000,8.25,9.608213123342257
2022-01-02T04:00:08.325000,8.3,27.84843235701686
2022-01-02T04:00:08.375000,8.35,31.867219237330247
2022-01-02T04:00:08.425000,8.4,25.28456180233289
2022-01-02T04:00:08.475000,8.45,19.196541055589147
2022-01-02T04:00:08.525000,8.5,19.55107157759809
2022-01-02T04:00:08.575000,8.55,39.355631098046885
2022-01-02T04:00:08.625000,8.6,37.10742641949116
2022-01-02T04:00:08.675000,8.65,12.332829413204005
2022-01-02T04:00:08.725000,8.7,12.061625535016857
2022-01-02T04:00:08.775000,8.75,25.422292153892474
2022-01-02T04:00:08.825000,8.8,28.09700353015781
2022-01-02T04:00:08.875000,8.85,28.407062562949225
2022-01-02T04:00:08.925000,8.9,21.674688228990107
2022-01-02T04:00:08.975000,8.95,10.28925220516604
2022-01-02T04:00:09.025000,9.0,18.480526544241485
2022-01-02T04:00:09.075000,9.05,37.5264620927584
2022-01-02T04:00:09.125000,9.1,41.3750386606759
2022-01-02T04:00:09.175000,9.15,25.753494668473024
2022-01-02T04:00:09.225000,9.2,4.137408638823105
2022-01-02T04:00:09.275000,9.25,6.196965084623372
2022-01-02T04:00:09.325000,9.3,36.26357688326944
2022-01-02T04:00:09.375000,9.35,53.210514409687896
2022-01-02T04:00:09.425000,9.4,33.82811733378229
2022-01-02T04:00:09.475000,9.45,13.081236511263915
2022-01-02T04:00:09.525000,9.5,22.48872601829432
2022-01-02T04:00:09.575000,9.55,34.38050188550396
2022-01-02T04:00:09.625000,9.6,37.21502892252635
2022-01-02T04:00:09.675000,9.65,35.9124736448623
2022-01-02T04:00:09.725000,9.7,25.783968309737915
2022-01-02T04:00:09.775000,9.75,25.87056223118398
2022-01-02T04:00:09.825000,9.8,24.403182117403933
2022-01-02T04:00:09.875000,9.85,39.96298906938585
2022-01-02T04:00:09.925000,9.9,34.025055256138664
2022-01-02T04:00:09.975000,9.95,4.019845420654317
2022-01-02T04:00:10.025000,10.0,42.92374304087208
2022-01-02T04:00:10.075000,10.05,40.26090316351145
2022-01-02T04:00:10.125000,10.1,14.738131245361943
2022-01-02T04:00:10.175000,10.15,36.05676985045057
2022-01-02T04:00:10.225000,10.2,7.408720239982334
2022-01-02T04:00:10.275000,10.25,11.234958442135428
2022-01-02T04:00:10.325000,10.3,50.89478579636932
2022-01-02T04:00:10.375000,10.35,49.07255818894002
2022-01-02T04:00:10.425000,10.4,33.531431204968406
2022-01-02T04:00:10.475000,10.45,8.374541359247116
2022-01-02T04:00:10.525000,10.5,11.007031172890583
2022-01-02T04:00:10.575000,10.55,32.482074502539525
2022-01-02T04:00:10.625000,10.6,37.766869708337474
2022-01-02T04:00:10.675000,10.65,48.9795352220371
2022-01-02T04:00:10.725000,10.7,30.728788547399702
2022-01-02T04:00:10.775000,10.75,7.238683646770088
2022-01-02T04:00:10.825000,10.8,26.940379860267804
2022-01-02T04:00:10.875000,10.85,29.472667353150413
2022-01-02T04:00:10.925000,10.9,26.790254345863545
2022-01-02T04:00:10.975000,10.95,26.390522480429727
2022-01-02T04:00:11.025000,11.0,21.06445538398251
2022-01-02T04:00:11.075000,11.05,21.465858831706072
2022-01-02T04:00:11.125000,11.1,2.7445484798871576
2022-01-02T04:00:11.175000,11.15,11.104524560972138
2022-01-02T04:00:18.675000,18.65,141.88781881859006
2022-01-02T04:00:18.725000,18.7,93.05043905683532
2022-01-02T04:00:18.775000,18.75,88.11607130562265
2022-01-02T04:00:18.825000,18.8,48.83313771760187
2022-01-02T04:00:18.875000,18.85,79.19317195820001
2022-01-02T04:00:18.925000,18.9,135.19478559270735
2022-01-02T04:00:18.975000,18.95,122.1985521882975
2022-01-02T04:00:19.025000,19.0,103.6462167035998
2022-01-02T04:00:19.075000,19.05,81.66017518511241
2022-01-02T04:00:19.125000,19.1,94.08764861357842
2022-01-02T04:00:19.175000,19.15,106.61080649989184
2022-01-02T04:00:19.225000,19.2,103.18031451752309
2022-01-02T04:00:19.275000,19.25,127.4991320043448
2022-01-02T04:00:19.325000,19.3,119.65423591372954
2022-01-02T04:00:19.375000,19.35,103.9050900930676
2022-01-02T04:00:19.425000,19.4,108.2658252815186
2022-01-02T04:00:19.475000,19.45,103.62853981749468
2022-01-02T04:00:19.525000,19.5,134.07126394279683
2022-01-02T04:00:19.575000,19.55,169.8607926679918
2022-01-02T04:00:19.625000,19.6,164.82342768365535
2022-01-02T04:00:19.675000,19.65,140.2631081592865
2022-01-02T04:00:19.725000,19.7,104.58578218275292
2022-01-02T04:00:19.775000,19.75,84.79911807103208
2022-01-02T04:00:19.825000,19.8,107.73721633844929
2022-01-02T04:00:19.875000,19.85,173.2973197415211
2022-01-02T04:00:19.925000,19.9,168.12677775770374
2022-01-02T04:00:19.975000,19.95,116.04348137795174
2022-01-02T04:00:20.025000,20.0,125.31462869933544
2022-01-02T04:00:20.075000,20.05,72.09221397401767
2022-01-02T04:00:20.125000,20.1,84.22585502227798
2022-01-02T04:00:20.175000,20.15,157.67500604293667
2022-01-02T04:00:20.225000,20.2,126.64868632514025
2022-01-02T04:00:20.275000,20.25,138.50495242954267
2022-01-02T04:00:20.325000,20.3,124.00314775761402
2022-01-02T04:00:20.375000,20.35,111.20323614804836
2022-01-02T04:00:20.425000,20.4,148.53788578543256
2022-01-02T04:00:20.475000,20.45,131.4756767396791
2022-01-02T04:00:20.525000,20.5,159.99700654145417
2022-01-02T04:00:20.575000,20.55,166.08618147068196
2022-01-02T04:00:20.625000,20.6,145.8244796604912
2022-01-02T04:00:20.675000,20.65,163.59859140080076
2022-01-02T04:00:20.725000,20.7,135.14552428367566
2022-01-02T04:00:20.775000,20.75,146.17678350424077
2022-01-02T04:00:20.825000,20.8,172.83442012316712
2022-01-02T04:00:20.875000,20.85,122.25601188222892
2022-01-02T04:00:20.925000,20.9,148.379642884831
2022-01-02T04:00:20.975000,20.95,154.56323327534216
2022-01-02T04:00:21.025000,21.0,59.8819875357744
2022-01-02T04:00:21.075000,21.05,115.1577716510485
2022-01-02T04:00:21.125000,21.1,164.45122914049506
2022-01-02T04:00:21.175000,21.15,151.64657176172494
2022-01-02T04:00:21.225000,21.2,201.3806035243576
2022-01-02T04:00:21.275000,21.25,139.23552710631066
2022-01-02T04:00:21.325000,21.3,124.27950651302636
2022-01-02T04:00:21.375000,21.35,162.78574497804118
2022-01-02T04:00:21.425000,21.4,132.26341108904782
2022-01-02T04:00:21.475000,21.45,178.18285860871725
2022-01-02T04:00:21.525000,21.5,200.28447074939612
2022-01-02T04:00:21.575000,21.55,197.6830388560184
2022-01-02T04:00:21.625000,21.6,169.48567472216197
2022-01-02T04:00:21.675000,21.65,137.1580551546905
2022-01-02T04:00:21.725000,21.7,184.47065636331945
2022-01-02T04:00:21.775000,21.75,151.97825822787468
2022-01-02T04:00:21.825000,21.8,138.53563246733864
2022-01-02T04:00:21.875000,21.85,156.9784848627708
2022-01-02T04:00:21.925000,21.9,130.09745400548155
2022-01-02T04:00:21.975000,21.95,134.54721039748503
2022-01-02T04:00:22.025000,22.0,114.8196221145418
2022-01-02T04:00:22.075000,22.05,161.72561813999647
2022-01-02T04:00:22.125000,22.1,185.9173138483387
2022-01-02T04:00:22.175000,22.15,142.41120858326948
2022-01-02T04:00:22.225000,22.2,174.1681821940434
2022-01-02T04:00:22.275000,22.25,162.43337622989267
2022-01-02T04:00:22.325000,22.3,155.4162516355162
2022-01-02T04:00:22.375000,22.35,175.12880164130482
2022-01-02T04:00:22.425000,22.4,162.5916629213236
